This may lead to receiving Login page instead of Report. Please make sure you have configured https following &lt;a target='_blank' href='{0}'&gt;this SolarWinds KB article&lt;/a&gt; and assigned webpage matches the one specified in certificate.&lt;br/&gt;&lt;br/&gt;Click OK to proceed or CANCEL to correct data.,这可能导致接收登录页面而不是报告。请确保已在&lt;a target='_blank' href='{0}'&gt;此SolarWinds KB文章&lt;/a&gt;之后配置了https，并且分配的网页与证书中指定的网页匹配。&lt;br/&gt;&lt;br/&gt;单击“确定”以继续或取消以更正数据。,
Website Address Mismatch,网站地址不匹配,
Select a time for this scheduled action to start occurring.,选择此计划操作开始发生的时间。,
Select this option to indicate a time when this scheduled action should stop occurring.,选择此选项指示此计划的操作应停止发生的时间。,
Discover Now Error:,立即发现错误:,
Discover Now is not supported for cron scheduled discovery profiles,cron计划的发现配置文件不支持“立即发现”,
Assign Schedule,分配时间表,
Data Source:,数据源:,
Please select data source,请选择数据源,
Data source picker,数据源选择器,
Update data source,更新数据源,
Column 4 width:,第4栏宽度:,
Column 5 width:,第5栏宽度:,
Column 6 width:,第6栏宽度:,
Four Column,四柱,
Five Column,五列,
Six Column,六栏,
Created NOC Views,创建的NOC视图,
Column4,专栏4,
Column5,第5栏,
Column6,第6栏,
Resources in Column 4,第4列中的资源,
Resources in Column 5,第5栏中的资源,
Resources in Column 6,第6栏中的资源,
Select datasource,选择数据源,
Hourly,每小时一次,
Add New Column,添加新列,
TIP: You can use up to 6 columns,提示:您最多可以使用6列,
Add Resources to Column 4,将资源添加到第4列,
Delete Selected Resources From Column 4,从第4列中删除所选资源,
Clone Selected Resources in Column 4,克隆第4列中的选定资源,
Move Selected Resources to the Top of Column 4,将选定的资源移到第4列的顶部,
Move Selected Resources in Column 4 Up One Space,将第4栏中的选定资源上移一个空格,
Move Selected Resources in Column 4 Down One Space,将第4列中的选定资源下移一个空格,
Move Selected Resources to the Bottom of Column 4,将选定的资源移到第4列的底部,
Move Selected Resources in Column 4 to Column 5,将第4列中的选定资源移至第5列,
Move Selected Resources in Column 5 to Column 4,将第5列中的选定资源移至第4列,
Add Resources to Column 5,将资源添加到第5列,
Delete Selected Resources From Column 5,从第5列中删除所选资源,
Clone Selected Resources in Column 5,克隆第5列中的选定资源,
Move Selected Resources to the Top of Column 5,将选定的资源移到第5列的顶部,
Move Selected Resources in Column 5 Up One Space,将第5列中的选定资源上移一个空格,
Move Selected Resources in Column 5 Down One Space,将第5列中的选定资源下移一个空格,
Move Selected Resources to the Bottom of Column 5,将选定的资源移到第5列的底部,
Move Selected Resources in Column 5 to Column 6,将第5列中的选定资源移到第6列,
Move Selected Resources in Column 6 to Column 5,将第6列中的选定资源移至第5列,
Add Resources to Column 6,将资源添加到第6列,
Delete Selected Resources From Column 6,从第6列中删除所选资源,
Clone Selected Resources in Column 6,克隆第6列中的选定资源,
Move Selected Resources to the Top of Column 6,将选定的资源移到第6列的顶部,
Move Selected Resources in Column 6 Up One Space,将第6列中的选定资源上移一个空格,
Move Selected Resources in Column 6 Down One Space,将第6列中的选定资源下移一个空格,
Move Selected Resources to the Bottom of Column 6,将选定的资源移到第6列的底部,
Move Selected Resources in Column 3 to Column 4,将第3列中的选定资源移到第4列,
Move Selected Resources in Column 4 to Column 3,将第4列中的选定资源移至第3列,
This option is not compatible with the chosen field and data source.,此选项与所选字段和数据源不兼容。,
Are you sure you want to remove this setting?,您确定要删除此设置吗? ,
Show in NOC mode,在NOC模式下显示,
NOC View,NOC视图,
Network Operations Center (NOC) View automatically rotates through all tabs in the left hand navigation pane of a page.,网络运营中心（NOC）视图自动旋转页面左侧导航窗格中的所有选项卡。,
"In case that NOC view mode and left navigation is enabled, the view will automatically rotate through the content of each tab(page). ",如果启用了NOC视图模式和向左导航，则视图将自动旋转每个选项卡（页面）的内容。,
List of created NOC views,创建的NOC视图列表,
Enable NOC view mode,启用NOC查看模式,
Rotate tabs every&amp;nbsp;,旋转标签页,
Link to NOC View:,链接到NOC视图:,
Exit NOC mode,退出NOC模式,
Orion Summary Home - NOC,Orion摘要主页-NOC,
#NAME?,#NAME? ,
Enable Left Navigation to activate rotation of multiple pages (presentation mode)...,启用向左导航以激活多个页面的旋转（演示模式）...,
Resources,资源资源,
Column 1,第1栏,
Column 2,第2栏,
Column 3,第三栏,
Column 4,第4栏,
Column 5,第5栏,
Column 6,第6栏,
Delete column from view,从视图中删除列,
Are you sure you want to delete this column?,您确定要删除此列吗? ,
Selected column is not empty and all resources in these columns will be deleted. &lt;br/&gt; Do you really want to delete it?,所选列不为空，并且这些列中的所有资源都将被删除。 &lt;br/&gt;您真的要删除它吗? ,
Done &amp; Go to NOC,完成和前往NOC,
Simulate,模拟,
Add Action,添加动作,
No action added yet...,尚未添加任何操作...,
Tooltip control was not found.,找不到工具提示控件。,
Value must be a valid integer from 0 to 1920,值必须是0到1920之间的有效整数,
Actions:,动作:,
{0} - NOC,{0} - NOC,
Delete column with all related resources from the view,从视图中删除具有所有相关资源的列,
Drag and Drop on Views,拖放视图,
Resources on views can be rearranged by drag and drop. Also column width can be adjusted directly on the view.,可以通过拖放来重新布置视图资源。列宽也可以直接在视图上调整。,
At least one frequency should be selected,至少应选择一个频率,
At least one action should be specified,至少应指定一项操作,
* At least one content type should be checked,*至少应检查一种内容类型,
1. Recipients,1.收件人,
Subject,学科,
CC,抄送,
BCC,密件抄送,
File type,文件类型,
Include Report's URL,包括报告的URL,
Include Additional Website,包括其他网站,
Description of Report Schedule,报告时间表说明,
1.Schedule Properties,1.时间表属性,
Name your report schedule and provide a description. A single report schedule may be assigned to multiple reports. Edits to a schedule will apply to all assigned reports.,命名您的报告时间表并提供描述。单个报告时间表可以分配给多个报告。对计划的编辑将应用于所有分配的报告。,
Select which user account limitations should apply to the report schedule:,选择应将哪些用户帐户限制应用于报告计划:,
User currently logged-in,用户当前登录,
Another user,另一个使用者,
No schedule added yet...,尚未添加时间表...,
No report assigned yet...,尚未分配报告...,
Use current network object as Data Source,使用当前网络对象作为数据源,
Add New Alert,添加新警报,
Schedule Configuration Summary,计划配置摘要,
Please review the report schedule configuration before saving...,请先查看报告时间表配置，然后再保存...,
User account limitations applied to report schedule,用户帐户限制应用于报告计划,
Webpages assigned,分配的网页,
Actions to execute,要执行的动作,
Test Actions,测试动作,
Send Email,发电子邮件,
Preview Webpage,预览网页,
Show Details,显示详细资料,
Time of Day controls when specified network objects should be monitored.  This helps to avoid unwanted alerting noise during the expected outage or maintenance of your network. (e.g. Your server reboot time is scheduled every Friday at 11:00 PM).,一天中的时间控制何时应监视指定的网络对象。这有助于避免在预期的网络中断或维护期间出现不必要的警报噪声。 （例如：，您的服务器重新启动时间安排在每个星期五的11:00 PM）。,
"Alert is always enabled, no schedule needed",警报始终处于启用状态，无需计划,
Specify time of day schedule for this alert,指定该警报的时间表,
Learn more about Time of Day usage,进一步了解每日使用时间,
4. Time of Day,4.一天中的时间,
Click on report name to open new browser tab with report preview,单击报告名称以打开带有报告预览的新浏览器选项卡,
Change...,更改...,
Select...,选择...,
Portrait,肖像,
Landscape,景观,
Color,颜色,
Black and white,黑和白,
Minimum,最低要求,
Destination,目的地,
Pages,页数,
Copies,份数,
Layout,布局,
Margins,保证金,
1.&amp;nbsp;Alert Properties,1.＆amp;nbsp;警报属性,
Name of alert definition,警报定义名称,
Alert name can not be empty!,警报名称不能为空！,
Description of alert definition,警报定义的描述,
Enabled (On/Off),启用（OnnOff）,
Evaluate the trigger condition every,每次评估触发条件,
Value must be a whole number between 0 and 3600,值必须是0到3600之间的整数,
2.&amp;nbsp;Trigger Condition,2.＆nbsp;触发条件,
Trigger condition is simple condition or set of multiple nested conditions which must be met before the alert is triggered.,触发条件是简单条件或一组嵌套条件，在触发警报之前必须满足这些条件。,
Type of Property to monitor,要监视的属性类型,
Do not trigger this alert until the trigger condition exists for more than,在触发条件存在超过以下时间之前，请勿触发此警报,
Specify alert suppression condition,指定警报抑制条件,
Report schedule name,报告时间表名称,
Retrieve a Printable Version of Reports,检索报告的可打印版本,
A 'Printable' Orion web page does not render a menu or banner in the webpage. This option places the 'Printable=True' parameter within the URL.,“可打印”的Orion网页不会在该网页中呈现菜单或横幅。此选项将“ Printable = True”参数放在URL中。,
Please review the report configuration before saving...,请先查看报告配置，然后再保存...,
* Frequency Name can not be empty,*频率名称不能为空,
Frequency Name,频率名称,
Custom properties assigned:,分配的自定义属性:,
Edit Frequency,编辑频率,
Report Limitation applied:,报告限制已应用:,
No frequency added yet...,尚未添加频率...,
Summary of Orion Objects used:,使用的Orion对象的摘要:,
Summary of Time Periods used:,使用的时间段摘要:,
Resources used:,使用的资源:,
Report Schedule assigned:,分配的报告时间表:,
Orion account to be used to generate scheduled report:,用于生成计划报告的Orion帐户:,
Summary of report configuration,报告配置摘要,
"Report can be created regularly and be emailed to particular recipient, saved to disk or printed out.",报告可以定期创建，并通过电子邮件发送给特定的收件人，保存到磁盘或打印出来。,
Every {0} of {1} at {2},{2}中{1}的每个{0},
Every {0} at {1},{1}的每个{0},
Every {0} day(s) at {1},{1}的每{0}天,
Baseline Data Collection Duration,基准数据收集持续时间,
&lt;img src='/Orion/images/Small-Down.gif' title='This time period must be equal to or lower than the Detail Statistics Retention and between 1 and 60'/&gt;,&lt;img src =''OrionnimagessSmall-Down.gif'title ='此时间段必须等于或小于Detail Statistics Retention并且在1到60之间''&gt;,
This time period must be equal to or lower than the Detail Statistics Retention value,该时间段必须等于或小于“详细统计信息保留”值,
Interface Baseline Calculation Frequency,接口基准线计算频率,
NPM can run Interface Baseline Calculation everyday or once per week.,NPM可以每天或每周运行一次接口基准计算。,
Everyday,每天,
Only on Saturday,只在星期六,
Only on Sunday,只在星期日,
Only on Monday,只在星期一,
Only on Tuesday,只在星期二,
Only on Wednesday,只在星期三,
Only on Thursday,只在星期四,
Only on Friday,只在星期五,
Never - Use Existing Baseline Calculations,从不-使用现有基准计算,
Map Generation Start Time,地图生成开始时间,
The time of day to run wireless heatmap generation process.,一天中运行无线热图生成过程的时间。,
Default Client Signal Strength Poll Interval,默认客户端信号强度轮询间隔,
Collect wireless client signal strength data for controllers every configured time interval.,在每个配置的时间间隔内收集控制器的无线客户端信号强度数据。,
User Name or Account ID,用户名或帐号,
Use Event Log Message on Network Performance Monitor Server,在网络性能监视器服务器上使用事件日志消息,
Use Event Log Message on a Remote Server,在远程服务器上使用事件日志消息,
Event Log Settings,事件日志设置,
Message to send to Windows Event Log,消息发送到Windows事件日志,
Virtualization Manager,虚拟化经理,
Assign another Report,分配另一个报告,
Specify actions you want to execute with assigned reports.,指定要对分配的报告执行的操作。,
Assign Report,分配报告,
3. Actions to execute,3.执行动作,
Action Name,动作名称,
2. Schedule Frequency,2.时间表频率,
7. Summary of Alert Configuration,7.警报配置摘要,
Enabled(On/Off):,启用（OnnOff）:,
Evaluation Frequency of alert:,警报评估频率:,
Enable Specific Alert Definition Revert,启用特定警报定义还原,
Evaluation Frequency of Alert,警报评估频率,
Trigger Condition:,触发条件:,
Reset Condition:,重置条件:,
Time of Day schedule:,时刻表:,
Trigger Action:,触发动作:,
Reset Action:,重置操作:,
Please review the alert configuration before saving...,请先查看警报配置，然后再保存...,
Show threshold,显示门槛,
At least one schedule should be selected,至少应选择一个时间表,
Schedule(s) missed:,错过的时间表:,
"{0}, {1}","{0}, {1}",
Right Now,马上,
Frequency(s) missed:,错过的频率:,
Network Share location,网络共享位置,
"The amount of data to be collected in the baseline is currently set to &lt;span class=""""bold""""&gt;{0} days&lt;/span&gt;.",当前在基线中收集的数据量设置为&lt;span class =“” bold“”&gt;{0} days &lt;/span&gt;。,
SELECTED THRESHOLDS,选择的阈值,
[No report assigned...],[未分配报告...],
Invalid credentials:,无效证件:,
[No schedule assigned...],[未分配时间表...],
A draft alert was saved at {0},草稿警报已保存在{0},
Do you want to continue editing the draft alert last saved at {0}?,您是否要继续编辑上次保存在{0}的草稿警报? ,
You cannot restore overwritten or discarded draft alerts.,您无法还原覆盖或丢弃的草稿警报。,
Discard and Create New Alert,放弃并创建新警报,
Show color legend on the map,在地图上显示颜色图例,
Export Condition,出口条件,
Import Condition,进口条件,
Do not reset this alert until the condition exists for more than,在存在以下情况之前，请勿重置此警报:,
When the reset condition is met the alert is removed from active alerts.,满足重置条件后，警报将从活动警报中删除。,
Reset this alert when trigger condition is no longer true (Recommended),当触发条件不再为真时重置此警报（推荐）,
Create a special reset condition for this alert,为此警报创建特殊的重置条件,
Simple Condition Builder,简单条件生成器,
Advanced Condition Builder,高级条件生成器,
Alert will be triggered when...,警报将在以下情况下触发:,
3.&amp;nbsp;Reset Condition,3.重置条件,
All Alerts created for your environment are listed in the grid below.,在下面的网格中列出了为您的环境创建的所有警报。,
6.&amp;nbsp;Reset Action,6.＆nbsp;重置操作,
When reset condition of the alert is met the following actions and in following order will be executed...,当满足警报的重置条件时，将按照以下顺序执行以下操作...,
5.&amp;nbsp;Trigger Action,5.触发动作,
When the trigger condition is met the following actions in following order will be executed. You can also specify the escalation behavior if the alert is not being acknowledged in certain time.,当满足触发条件时，将按以下顺序执行以下操作。如果在一定时间内未确认警报，您还可以指定升级行为。,
Every tab listed in left navigation will be used.,将使用左侧导航栏中列出的每个标签。,
{0} - {1},{0} - {1},
Assign Webpage,分配网页,
Enter Windows credentials,输入Windows凭据,
Printer Settings,打印机设定,
No printer selected,未选择打印机,
Alert is always enabled,警报始终处于启用状态,
When the trigger condition is no longer true,当触发条件不再为真时,
Tab name cannot contain invalid characters.,标签名称不能包含无效字符。,
Tab name is required and cannot be empty!,标签名称为必填项，不能为空！,
View name is required and cannot be empty!,视图名称为必填项，不能为空！,
Report title should not exceed 255 symbols,报告标题不得超过255个符号,
Report subtitle should not exceed 255 symbols,报告字幕不得超过255个符号,
Value must be greater than or equal to {0} seconds,值必须大于或等于{0}秒,
Every {0} seconds,每{0}秒,
Alert will be suppressed when...,警报将在以下情况下被抑制:,
Node Thresholds,节点阈值,
Manage Orion General Thresholds,管理Orion一般阈值,
Override Orion General Thresholds,覆盖Orion一般阈值,
Use Dynamic Baseline Thresholds,使用动态基准阈值,
? Latest Baseline Details,?  最新基准详细信息,
greater than,比...更棒,
Values differ for each node,每个节点的值不同,
Use options below to specify Account which limitation would be used for current schedule.,使用以下选项指定“帐户”，该限制将用于当前计划。,
For values between,对于介于,
Number of Occurrences,发生次数,
All hours,所有时间,
Specific Date(s),具体日期,
Invalid hour(s) value,无效的小时值,
Clear condition,清除条件,
Set up your SQL condition&amp;nbsp;,设置您的SQL条件,
Set up your SWQL condition&amp;nbsp;,设置您的SWQL条件,
{0} and {1},{0}和{1},
Pause Rotation,暂停旋转,
Resume Rotation,恢复轮播,
{0}:,{0}:,
Invalid action,无效的动作,
Some required data missed for print action configuration.,打印操作配置缺少一些必需的数据。,
Similar frequencies were concatenated automatically,自动连接相似的频率,
Frequencies concatenation,频率级联,
Message to send to Network Performance Monitor Event Log,消息发送到网络性能监视器事件日志,
Action(s) missed:,错过的动作:,
Name of action,动作名称,
2. Message,2.留言,
Time Of Day,一天中的时间,
Escalation,升级,
[All],[所有],
Trigger Sustained,触发持续,
Reset Sustained,重设持续,
Trigger Actions Type,触发动作类型,
Action Type,动作类型,
Assigned Alert,分配的警报,
Reply Address,回覆地址,
Name of Sender,发件人姓名,
Sender details:,发件人详细信息:,
Edit Alert,编辑警报,
3. SMTP Server,3. SMTP服务器,
Manage SMTP Servers,管理SMTP服务器,
Please define conditions to export,请定义出口条件,
Orion Website the hypertext links on resulting report will lead to,Orion网站结果报告上的超文本链接将导致,
"The assigned report will be retrieved from the selected website, and all links in the rendered report will lead to the selected website.",分配的报告将从选定的网站中检索，并且呈现的报告中的所有链接都将指向选定的网站。,
HTML,HTML,
Plain Text,纯文本,
PDF,PDF格式,
CSV,CSV,
Excel,电子表格,
Date...,日期...,
Time...,时间...,
Secondary SMTP Server,辅助SMTP服务器,
Manage Actions,管理动作,
No secondary SMTP server,没有辅助SMTP服务器,
Action Title,动作标题,
Account does not exist,帐号不存在,
A few example filters are:,一些示例过滤器是:,
Filter the results to only show Nodes that are not UP,筛选结果以仅显示未运行的节点,
Status&amp;lt;&amp;gt;1,状态＆amp;lt;1,
The valid status levels are:,有效状态级别为:,
(The current up/down status of the Node is unknown),（节点的当前uppdown状态未知）,
(The Node is responding to PINGs),（节点正在响应PING）,
(The Node is not responding),（节点没有响应）,
"(The Node may be responding, but the connection from the server to the Node is dropping packets)",（该节点可能正在响应，但是从服务器到该节点的连接正在丢弃数据包）,
Only show Cisco devices,仅显示Cisco 设备,
Vendor = 'Cisco',供应商='Cisco',
Only show devices in Atlanta. (This assumes you have added a custom property named City),仅显示亚特兰大的设备。 （假设您已添加名为City的自定义属性）,
City = 'Atlanta',城市=“亚特兰大”,
"Only show devices beginning with """"AX3-""""",仅显示以““ AX3-”“开头的设备,
Caption Like 'AX3-*',标题类似“ AX3- *”,
Only show Nortel devices that are Down,仅显示关闭的北电设备,
Vendor Like 'Nortel*' AND Status=2,供应商，如“ Nortel *”且状态为2,
Only show devices ending in '-TX',仅显示以'-TX'结尾的设备,
Vendor Like '*-TX',供应商，例如：“ * -TX”,
Filter the results by Status,按状态过滤结果,
Filter the results by Name,按名称过滤结果,
Name Like 'AX3-*',名称类似“ AX3- *”,
Display specific types of messages,显示特定类型的消息,
MessageType Like 'PIX*',MessageType，例如：“ PIX *”,
Display messages with specific severity levels,显示具有特定严重性级别的消息,
SysLogSeverity=6,SysLogSeverity=6,
Severity Levels,严重等级,
Informational,信息性,
Display messages based on SQL statements,显示基于SQL语句的消息,
(Vendor Like 'Cisco') AND ( (MessageType Like 'PIX*') OR (MessageType Like 'SYS*')),（供应商如'Cisco'）AND（（MessageType如'PIX *'）或（MessageType如'SYS *'））,
(Nodes.DNS Like '*.SolarWinds.Net') OR (SysLog.IPAddress Like '10.1.*'),（例如：'* .SolarWinds.Net'的Nodes.DNS）或（'10 .1。*'的SysLog.IPAddress）,
(Message NOT Like '*outside*') AND (Message NOT Like '*inside*'),（消息不像'* outside *'）和（消息不像'* inside *'）,
The account this schedule uses does not exist.,此计划使用的帐户不存在。,
Only valid URLs starting with \'http(s)://\' are allowed,仅允许以\'http（s）::: \'开头的有效URL,
Volume:,卷:,
Size:,尺寸:,
Space used:,使用空间:,
Unexpected error while creating custom property.,创建自定义属性时发生意外错误。,
Send Test Email,发送测试电子邮件,
*Please specify Email From and Email To parameters.,*请指定“电子邮件发件人”和“电子邮件发件人”参数。,
Use synchronous loading,使用同步加载,
* The SMTP server already exists,* SMTP服务器已经存在,
VLAN ID,VLAN ID,
List Resources &amp; Pollers,清单资源和清单轮询器,
Manage Pollers,管理轮询器,
Advanced Alert Settings,高级警报设置,
Set this default SMTP server to all my existing Send Email Alert actions (applied to advanced alerts only),将此默认SMTP服务器设置为我所有现有的“发送电子邮件警报”操作（仅适用于高级警报）,
Create New Poller,创建新的轮询器,
? Not seeing the data you want? Create a new poller.,?  没看到想要的数据? 创建一个新的轮询器。,
Advanced Ninja Tip,进阶忍者秘诀,
Edit or create your own pollers to define how data is gathered from new or uncommon devices. Enable or disable polling for specific technologies based on what\'s needed in your environment.,编辑或创建自己的轮询器，以定义如何从新设备或不常见的设备收集数据。根据环境中的需要启用或禁用针对特定技术的轮询。,
Click the link for more help,点击链接以获取更多帮助,
View type used for displaying details about this node,用于显示有关此节点的详细信息的视图类型,
View Type,查看类型,
These settings are used for all out-of-the-box alerts and are used to pre-populate all new Send Email actions. This page is accessible at any time from the main settings page.,这些设置用于所有开箱即用的警报，并用于预填充所有新的“发送电子邮件”操作。您可以随时从主设置页面访问此页面。,
Default Recipients:,默认收件人:,
Default Sender Details:,默认发件人详细信息:,
Configure Default Send Email Action,配置默认发送电子邮件操作,
Default SMTP Server:,默认SMTP服务器:,
Not sure which versions of product are compatible?,不确定产品的哪些版本兼容? ,
Check our {0} product compatibility matrix.{1},查看我们的{0}产品兼容性列表。{1},
"Row {0} """"{1}"""" from spreadsheet is longer than {2} characters",电子表格中的行{0}“” {1}“”长于{2}个字符,
Value must be equal or less than {0} characters ,值必须等于或小于{0}个字符,
Use HTTP/S GET,使用HTTPPS GET,
Test Send Message,测试发送消息,
Separate multiple computers with commas,用逗号分隔多台计算机,
Use HTTP/S POST,使用HTTPPS POST,
Body to POST,要发布的正文,
HTTP/S request settings,HTTPPS请求设置,
Computer Name or IP Address,电脑名称或IP地址,
Send to all Computers in the Domain or Workgroup,发送到域或工作组中的所有计算机,
Message to send,讯息发送,
Hostname or IP Address of Syslog Server,Syslog服务器的主机名或IP地址,
"Multiple Syslog servers should be separated by commas.&lt;br/&gt;&lt;br/&gt;&lt;b&gt;10.23.4.10, 10.23.25.10&lt;/b&gt; - Send Syslog message to multiple IP Addresses&lt;br/&gt;&lt;b&gt;10.23.4.10:500&lt;/b&gt; - Send Syslog message to 10.23.4.10 port 500&lt;br/&gt;&lt;b&gt;Syslog.Solarwinds.Net&lt;/b&gt; - Send Syslog message to Syslog.Solarwinds.Net",多个Syslog服务器应以逗号分隔。&lt;br/&gt;&lt;br/&gt;&lt;b&gt;10.23.4.10，10.23.25.10 &lt;/b&gt;-将Syslog消息发送到多个IP地址&lt;br/&gt;&lt;b&gt;10.23.4.10:500 &lt;/b&gt;-将Syslog消息发送到10.23.4.10端口500 &lt;br/&gt;&lt;b&gt;Syslog.Solarwinds.Net &lt;/b&gt;-将Syslog消息发送到Syslog.Solarwinds.Net,
Alert Log Filename,警报日志文件名,
Log to File Settings,记录到文件设置,
SNMP Trap Destinations:,SNMP陷阱目标:,
Trap Template:,陷阱模板:,
Some Trap templates may use an Alert Message:,某些陷阱模板可能会使用警报消息:,
SNMP Properties,SNMP属性,
UDP Port:,UDP端口:,
SNMP Trap Message,SNMP陷阱消息,
VB Script Interpreter,VB脚本解释器,
Network path to external VB Script,外部VB脚本的网络路径,
Network path to external program,外部程序的网络路径,
Add Time Period,添加时间段,
Custom Property Name,自定义属性名称,
Custom Property Value,自定义属性值,
*Objects of monitored property type don't contain any custom properties.,*受监视属性类型的对象不包含任何自定义属性。,
*Multi edit is not supported for different monitored property types.,*不同的受监视属性类型不支持多重编辑。,
Parent Custom Property Name,父级自定义属性名称,
Page Recipients,页面收件人,
NotePage has not been installed.,NotePage尚未安装。,
Download and install Notepage from the following URL:,从以下URL下载并安装Notepage:,
Voice,语音,
Speech Engine,语音引擎,
words per minute,每分钟字数,
Pitch,沥青,
%,%,
Text to Speech,文字转语音,
Use recommended Speech Engine settings,使用建议的语音引擎设置,
Sound file to play,播放声音文件,
NOC View Logo,NOC查看徽标,
"You can place your own NOC logo at the left of NOC view.&lt;br&gt;,,,,,,","您可以在NOC视图的左侧放置自己的NOC徽标。&lt;br&gt;,,,,,",
All Dependencies including node {0},所有依赖项，包括节点{0},
'{0}' was found in the URL.  The UrlScan tool from Microsoft may be intercepting requests for Orion resources.  Please check the configuration.  URL: {1},在URL中找到'{0}'。 Microsoft的UrlScan工具可能正在拦截对Orion资源的请求。请检查配置。网址:{1},
Rejected-By-UrlScan,被UrlScan拒绝,
"Maximum file size(in megabytes, 0 = unlimited)",最大文件大小（以兆字节为单位，0 =无限）,
MB,兆字节,
Multiple IP Addresses should be separated by commas or semicolon,多个IP地址应以逗号或分号分隔,
Refresh this list,刷新此列表,
This message should be customized to provide more information about the specific alert you created. You can use variables to provide detailed information in your alerts.,应该自定义此消息，以提供有关您创建的特定警报的更多信息。您可以使用变量在警报中提供详细信息。,
Support TLS,支持TLS,
Not seeing expected result?,没有看到预期的结果? ,
Node Custom Properties,节点自定义属性,
&amp;nbsp;(separate multiple addresses with a semicolon),＆amp;nbsp;（用分号分隔多个地址）,
* Value must be a valid integer from 1 to 4000,*值必须是1到4000之间的有效整数,
Could not find report in DB {0},在数据库{0}中找不到报告,
Could not find report in DB with Report ID {0},在报表ID为{0}的数据库中找不到报表,
The length of text value is up to:,文字值的长度最大为:,
characters,人物,
Use maximum possible length,使用最大可能的长度,
"Use this option carefully as it can affect the performance of tasks which work with this custom property e.g. Reports, Groups.",请谨慎使用此选项，因为它会影响使用此自定义属性的任务的性能，例如：报告，组。,
Any alpha and numeric text ({0}). {1}Edit{2},任何字母和数字文本（{0}）。 {1}编辑{2},
"with no length restriction, the performance can be affected",没有长度限制，会影响性能,
up to {0} characters,最多{0}个字符,
You need to install our desktop notification client to utilize Play sound action. Install this client on every computer where you want to receive notifications about triggered alerts.,您需要安装我们的桌面通知客户端才能使用播放声音操作。在要接收有关触发警报的通知的每台计算机上安装此客户端。,
Download our desktop notification client,下载我们的桌面通知客户端,
You need to install our desktop notification client to utilize Text to speech action. Install this client on every computer where you want to receive notifications about triggered alerts.,您需要安装我们的桌面通知客户端，才能使用“文字转语音”操作。在要接收有关触发警报的通知的每台计算机上安装此客户端。,
Enable alert during following time period,在以下时间段内启用警报,
Disable alert during following time period,在以下时间段内禁用警报,
Enabled:,已启用:,
Disabled:,禁用:,
Some rows contain NULL values which are not allowed for mandatory Custom Property,有些行包含NULL值，这是强制性“自定义属性”所不允许的,
All Day,一整天,
Need to span midnight?,需要跨越午夜吗? ,
" Enter a time in the """"from"""" field that is later in the day than the time in the """"to"""" field."",,,,,,"," 在“”从“字段中输入的时间晚于在”“到”“字段中的时间。” ,,,,,",
Custom properties can help you create and manage groups. All available custom properties are listed below.,自定义属性可以帮助您创建和管理组。下面列出了所有可用的自定义属性。,
One or more discovery profile(s) marked below refer to an unknown polling engine. Edit the marked profile(s) to use an existing polling engine.,下面标记的一个或多个发现配置文件是指未知的轮询引擎。编辑标记的配置文件以使用现有的轮询引擎。,
Scan nodes for matching OIDs to enable this poller. Pollers can only be enabled on nodes where all required OIDs are a match.,扫描节点以查找匹配的OID以启用此轮询器。仅在所有必需的OID都匹配的节点上才能启用轮询器。,
Poller Status,轮询状态,
Scan Result,扫描结果,
Assign {0} to {1},将{0}分配给{1},
The page was loaded with missing or invalid poller identifier.,该页面加载了缺少或无效的轮询标识符。,
Hardware Health Polling,硬件健康状况轮询,
Preferred Cisco MIB,首选Cisco MIB,
Specify the preferred MIB which is probed first for hardware sensors. Applies only on SNMP Cisco hardware health poller,指定首选首先检测硬件传感器的MIB。仅适用于SNMP Cisco硬件健康状况轮询器,
Assign poller to Nodes,将轮询器分配给节点,
There is no plug-ins for poller with ID {0},没有ID为{0}的轮询器插件,
Scan cannot be started right now. Please wait until previous scans complete and try again later.,无法立即开始扫描。请等待之前的扫描完成，然后再试一次。,
"There are no netobjects to scan. This may be caused by fact that chosen netobjects are not supported, are down or unmanaged",没有要扫描的网络对象。这可能是由于以下事实造成的:所选的网络对象不受支持，已关闭或不受管理,
The MIB Browser enables you both to explore the extensive SolarWinds MIB database and to locate specific MIB values or tables for device polling. Selecting a MIB value or table in the left pane displays properties and descriptions of the selected MIB value or table in the right pane.,MIB浏览器使您既可以浏览广泛的SolarWinds MIB数据库，又可以找到用于设备轮询的特定MIB值或表。在左窗格中选择一个MIB值或表将在右窗格中显示所选MIB值或表的属性和说明。,
The reverse DNS Timeout,反向DNS超时,
"To see host names of clients connected to wireless access points, provide a timeout for translating IP addresses. To disable translating IP addresses to host names, enter 0.",要查看连接到无线访问点的客户端的主机名，请提供超时以转换IP地址。要禁用将IP地址转换为主机名的功能，请输入0。,
Wireless,无线,
Wireless HeatMap,无线HeatMap,
* Query is not valid,*查询无效,
There are no files to import!,没有要导入的文件！,
There are no suitable plug-inss which support Poller import,没有合适的插件支持轮询器导入,
This file can't be imported,该文件无法导入,
Filter {0} (SWQL):,过滤器{0}（SWQL）:,
The SWQL {0} Filter does not have the correct syntax. Did you prefix your {0} properties with '{1}.' ?,SWQL {0}过滤器的语法不正确。您在{0}属性中添加了'{1}'前缀吗?  ? ,
Select objects to place on the map and name your location...,选择要放置在地图上的对象并命名您的位置...,
