Application Status Histories,申请状态历史
Login Success Regular Expression:,登录成功正则表达式：
Not Running,没有运行
"For URL preview, a Server IP address must be selected from above.",要进行URL预览，必须从上方选择服务器IP地址。
"Cannot connect to JMX server. Verify your credentials and check the connection properties; including the port number, IP address (host), and protocol.",无法连接到JMX服务器。验证您的凭据并检查连接属性；包括端口号，IP地址（主机）和协议。
Instance Count,实例数
DnsTcp,DnsTcp
"This component monitor is used in AppInsight applications for IIS and Exchange to poll statistics using a PowerShell script, and then return a data table. SolarWinds internal use only.",在IIS和Exchange的AppInsight应用程序中使用此组件监视器，以使用PowerShell脚本轮询统计信息，然后返回数据表。 SolarWinds仅供内部使用。
"Verify your credentials and check the connection properties; including the port number, IP address (host), and protocol.",验证您的凭据并检查连接属性；包括端口号，IP地址（主机）和协议。
Testing connection...,正在测试连接...
Response Time Warning Threshold,响应时间警告阈值
Unable to connect to the WMI server on requested computer.,无法连接到请求的计算机上的WMI服务器。
Passive Mode:,被动模式：
Contains,包含
Current Status of each Component,每个组件的当前状态
The information passed is not valid.,传递的信息无效。
White Space Free %,无空格％
Custom PowerShell Monitor,自定义PowerShell监视器
Current CPU Load of each Component,每个组件的当前CPU负载
HTTP (5xx) Error Rate,HTTP（5xx）错误率
Dynamic Evidence Charts,动态证据图
This field is required.,这是必填栏。
Hierarchy Monitor,层次监视器
AvgVirtualMemoryUsed,AvgVirtualMemoryUsed
HTTP 307. Temporary redirect.,HTTP307。临时重定向。
Average IO Total Operations Per Second,每秒平均IO总操作数
FTP 332. Login account required.,FTP332。需要登录帐户。
Object is already in this group.,对象已在此组中。
Average Percent Virtual Memory,平均虚拟内存百分比
Restarting...,正在重新启动...
 Statistic, 统计
Unable to initialize MAPI. Try adding MAPI user to local administrators group on the Orion server.,无法初始化MAPI。尝试将MAPI用户添加到Orion服务器上的本地管理员组。
Status Or Error Description,状态或错误说明
Page File Usage - Last 7 Days,页面文件使用情况-最近7天
Current Memory Utilization of each Component,每个组件的当前内存利用率
Peak Percent Physical Memory,峰值物理内存百分比
Average Response Time of each Component,每个组件的平均响应时间
Invalid Certificate Authority.,无效的证书颁发机构。
Average Percent CPU,平均CPU百分比
Transaction Log Size By File,事务日志大小（按文件）
Virtual Memory Warning Threshold,虚拟内存警告阈值
"Application {0}, Node: {1}, Import Status {2}.",应用程序{0}，节点：{1}，导入状态{2}。
MinSiteConnectionsValue,MinSiteConnectionsValue
Application Alerting Properties Description,应用程序警报属性说明
"Updating Template ""{0}""","更新模板""{0}"""
Min/Max Response Time,MinnMax响应时间
This alert should be raised if some database file disk I/O latency is high,如果某些数据库文件磁盘IIO延迟过高，则应发出此警报
Application item,申请项目
Display the global TOP 25 Processes by Physical Memory,按物理内存显示全局TOP 25进程
Thresholds calculated from baseline data will be available in {0} day(s).,根据基准数据计算出的阈值将在{0}天后可用。
Thresholds calculated from baseline data are available and are not being used.,根据基准数据计算出的阈值可用，但尚未使用。
Start IIS Site,启动IIS网站
Send an Email/Page (Replication from ${N=SwisEntity;M=Replications.SourceDomainControllerFqdn} to ${N=SwisEntity;M=Replications.DestinationDomainControllerFqdn} failed on ${N=SwisEntity;M=Name}),发送电子邮件页面（从$ {N = SwisEntity; M = Replications.SourceDomainControllerFqdn}复制到$ {N = SwisEntity; M = Replications.DestinationDomainControllerFqdn}在$ {N = SwisEntity; M = Name}上失败）
Recommended thresholds could not be used.,无法使用建议的阈值。
This alert should be raised when Replication between two Domain Controllers fails for Naming Context.,当两个域控制器之间的命名上下文复制失败时，将发出此警报。
"A status of """"Unknown"""" was returned because SAM is installed on Windows XP/2003 and the RPC fetching method used """"Include Events"""" or """"Exclude Events"""" to specify search keywords. This behavior is not supported on either of these operating systems using RPC. It is recommended that you change the fetching method to WMI to avoid this error.",由于Windows XPP2003上安装了SAM，并且RPC提取方法使用“包括事件”或“排除事件”来指定搜索关键字，因此返回状态“未知”。在使用RPC的任何一个操作系统上均不支持此行为。建议您将获取方法更改为WMI，以避免发生此错误。
No such name error. Check whether OID is valid.,没有这样的名称错误。检查OID是否有效。
Error occurs: ({0}: {1}). See log for details.,发生错误：（{0}：{1}）。有关详细信息，请参见日志。
Users By Mailbox Quota,用户按邮箱配额
Dynamic Evidence Description,动态证据描述
To: ${DefaultEmailTo} &amp;lt;br/&amp;gt;From: ${DefaultEmailFrom}&amp;lt;br/&amp;gt;Subject: Alert ${N=Alerting;M=AlertName} at ${N=Alerting;M=AlertTriggerTime;F=DateTime}&amp;lt;br/&amp;gt;CC: ${DefaultEmailCC}&amp;lt;br/&amp;gt;BCC: ${DefaultEmailBCC},收件人：$ {DefaultEmailTo}&amp; lt;发件人：$ {DefaultEmailFrom}&amp; lt; brr&amp; gt;主题：$ {N = Alerting; M = AlertName}警报$ {N = Alerting; M = AlertTriggerTime; F = DateTime}&amp; lt; brr&amp; gt; CC：$ {DefaultEmailCC}&amp; lt; brr&amp; gt; BCC：$ {DefaultEmailBCC}
A time-out occurred while waiting for the asynchronous counter collection thread to end.,等待异步计数器收集线程结束时发生超时。
This alert reports when the free space of a volume is less than 5%,当卷的可用空间小于5％时，此警报将报告
The specified counter could not be found.,找不到指定的计数器。
Pop3,流行音乐3
Total IO,总IO
This alert will notify you when the execution time of any URL monitored by AppInsight for IIS exceeds a predefined acceptable limit.,当由AppInsight for IIS监视的URL的执行时间超过预定义的可接受限制时，此警报将通知您。
Average CPU Load,平均CPU负载
To: ${DefaultEmailTo} &amp;lt;br/&amp;gt;From: ${DefaultEmailFrom}&amp;lt;br/&amp;gt;Subject: IIS Site Server Execution Time exceeded on ${N=SwisEntity;M=Site.Name},收件人：$ {DefaultEmailTo}&amp; lt;发件人：$ {DefaultEmailFrom}&amp; lt; brr&amp; gt;主题：$ {N = SwisEntity; M = Site.Name}超出了IIS站点服务器执行时间
"under Additional Components, or directly from Oracle website",在其他组件下，或直接从Oracle网站
"This component monitor uses SSH to upload a script to a Linux/Unix server, runs the script, and then processes the return value and text output. Statistic: Defined by the script.",该组件监视器使用SSH将脚本上载到LinuxxUnix服务器，运行该脚本，然后处理返回值和文本输出。统计信息：由脚本定义。
Every 12 Hours,每12小时
Last Response Time,上次回应时间
All Processes,所有过程
FTP 200. Command completed successfully.,FTP200。命令成功完成。
Updating Application Monitor Templates,更新应用程序监控器模板
Every 7 Days,每7天
Starts With,以..开始
No Rating,无评分
Edit Assigned Application Monitor,编辑分配的应用程序监视器
FTP 553. Action cannot be performed on the specified file.,FTP553。无法对指定的文件执行操作。
TODAY,今天
The specified log file type has not been installed on this system.,在该系统上尚未安装指定的日志文件类型。
"Unable to connect to the specified computer, or the computer is offline.",无法连接到指定的计算机，或者计算机处于脱机状态。
Memory Load for each Application Monitor - Last Month,每个应用程序监视器的内存负载-上个月
User {0} deleted template {1},用户{0}删除了模板{1}
Statistic Critical Threshold,统计临界阈值
Current action does not support multi edit mode.,当前操作不支持多重编辑模式。
AppInsight for Exchange: Notify users that their mailbox is exceeding size or quota,AppInsight for Exchange：通知用户其邮箱已超出大小或配额
Aggregation groups for application,适用的汇总组
Site Size By File,网站大小（按文件）
Starting...,开始...
Every 15 Minutes,每15分钟
Moving script monitors historical data on new evidence type.,移动脚本监视有关新证据类型的历史数据。
Unexpected value type retrieved ({0}),检索到意外的值类型（{0}）
Service configuration,服务配置
Service {0} started,服务{0}已启动
Unable to open the specified log file.,无法打开指定的日志文件。
Call to SQLExecDirect failed.,调用SQLExecDirect失败。
Monitoring Status,监控状态
Physical Memory Critical Threshold,物理内存临界阈值
Import of default templates failed. Check APMTemplateImporter.log for more details.,导入默认模板失败。检查APMTemplateImporter.log以获得更多详细信息。
A counter with a negative time base value was detected.,检测到时基值为负的计数器。
Polling restarting. Please wait...,轮询重新启动。请稍候...
Warning Limit,警告极限
Relogin,重新登入
Peak Percent CPU,峰值CPU百分比
HTTP 100. Client can continue with its request.,HTTP100。客户端可以继续其请求。
JMX Monitor,JMX监控器
Loading Data...,加载数据中...
Loading Performance Objects...,加载性能对象...
Please select one or more counters,请选择一个或多个柜台
Please select one or more services,请选择一项或多项服务
Selected {0} counter(s).,已选择{0}个计数器。
Selected {0} service(s).,已选择{0}个服务。
Displaying items {0} - {1} of {2},显示{2}的项目{0}-{1}
No items to display,没有可显示的项目
File Component Monitors,文件组件监视器
Please select one or more processes,请选择一个或多个过程
WinRM testing failed with the following error:,WinRM测试失败，并出现以下错误：
All AppInsight for IIS: Sites,IIS的所有AppInsight：站点
Filtered Summary View,筛选后的摘要视图
IMAP4: OK. Successful completion of the command.,IMAP4：好的。成功完成命令。
String To Watch For:,要注意的字符串：
DNS Monitor - TCP,DNS监控器-TCP
Custom Line Chart,自定义折线图
"Week from %A, %b %e, %Y",从％A，％b％e，％Y开始
The CPU on ${Caption} is currently running at ${CPULoad}. The top 10 processes running at the time of this poll are listed below:,$ {Caption}上的CPU当前以$ {CPULoad}运行。下面列出了在此次民意调查时运行的前10个进程：
Invalid threshold operator.,无效的阈值运算符。
Trace file error. ,跟踪文件错误。
FTP 220. Server is ready for a user login operation.,FTP220。服务器已准备好进行用户登录操作。
SolarWinds Agent Service,SolarWinds代理服务
Requests Per Second,每秒请求
Removing items ...,取出物品...
HTTP 202. Request has been accepted.,HTTP202。请求已被接受。
User {0} rebooted node {1},用户{0}重新启动了节点{1}
To: ${DefaultEmailTo} &amp;lt;br/&amp;gt;From: ${DefaultEmailFrom}&amp;lt;br/&amp;gt;Subject: CPU load on ${Caption} is currently ${CPULoad}&amp;lt;br/&amp;gt;CC: ${DefaultEmailCC}&amp;lt;br/&amp;gt;BCC: ${DefaultEmailBCC},收件人：$ {DefaultEmailTo}&amp; lt;发件人：$ {DefaultEmailFrom}&amp; lt; brr&amp; gt;主题：$ {Caption}上的CPU负载当前为$ {CPULoad}&amp; lt; brr&amp; gt ; CC：$ {DefaultEmailCC}&amp; lt; brr＆gt; BCC：$ {DefaultEmailBCC}
kHz,千赫
Username credentials wasn't set,未设置用户名凭据
Process terminated,流程已终止
Process and Service Component Monitors,流程和服务组件监视器
Thresholds could not be calculated.,阈值无法计算。
IMAP4: Search. Search results received. The numbers uniquely identify the messages matching the search.,IMAP4：搜索。收到搜索结果。这些数字唯一地标识与搜索匹配的消息。
Confirm password is different,确认密码不同
Wmi Counter,Wmi柜台
Unable to locate MAPI user profile,无法找到MAPI用户配置文件
Add Credentials Dialog,添加凭据对话框
{0} License Limit: {1} Node with Applications Count: {2},{0}许可证限制：{1}个具有应用程序计数的节点：{2}
If you continue the password will be sent in clear text! It is recommended to ,如果继续，密码将以明文形式发送！推荐给
Windows Scheduled Tasks General Report,Windows计划任务常规报告
Follow Redirect:,跟随重定向：
Last Successful Sync,上次成功同步
AppInsight for Exchange: Alert me when mailbox database is in warning or critical state,AppInsight for Exchange：邮箱数据库处于警告或严重状态时提醒我
At least one of the input binary log files contain fewer than two data samples.,输入二进制日志文件中至少有一个包含少于两个数据样本。
Mapi User Experience,Mapi用户体验
Port Type:,端口类型：
The handle is not a valid PDH object.,该句柄不是有效的PDH对象。
Minimum Percent CPU,最低CPU百分比
Baseline data information is not available.,基准数据信息不可用。
Thresholds will be calculated during nightly maintenance.,阈值将在每晚维护期间计算。
SMTP 501. Command syntax error.,SMTP501。命令语法错误。
File/directory match details:,Fileedirectory匹配详细信息：
"This component monitor is used in AppInsight for SQL to poll statistics based on an SQL query, and then return a data table. SolarWinds internal use only.",AppInsight for SQL中使用此组件监视器来基于SQL查询轮询统计信息，然后返回数据表。 SolarWinds仅供内部使用。
Process '{0}' has not been found.,找不到进程'{0}'。
File Monitored,文件监控
An exception occurred during polling processes. Error:&lt;br /&gt;{0},轮询过程中发生异常。错误：&lt;br&gt; {0}
Send an Email/Page (IIS Site ${N=SwisEntity;M=Name} on ${N=SwisEntity;M=Application.Node.Caption} is ${N=SwisEntity;M=DisplayState}),发送电子邮件页面（IIS站点$ {N = SwisEntity; M = Name}在$ {N = SwisEntity; M = Application.Node.Caption}上是$ {N = SwisEntity; M = DisplayState}）
Process '{0}' cannot be terminated.,进程'{0}'无法终止。
IO Total Operations Per Second Warning Threshold,IO每秒总操作数警告阈值
Stopping...,停止...
Process and Windows Services Components,进程和Windows服务组件
This event message cannot be decoded using RPC fetching method. Change Fetching Method to WMI to see complete message details for this event type.,无法使用RPC提取方法来解码此事件消息。将“获取方法”更改为WMI，以查看此事件类型的完整消息详细信息。
"Send an Email/Page (Application ""${N=SwisEntity;M=ApplicationAlert.ApplicationName}"" on ""${N=SwisEntity;M=Node.Caption}"" is currently ${N=SwisEntity;M=ApplicationAlert.ApplicationAvailability})",发送电子邮件页面（“ $ {N = SwisEntity; M = Node.Caption}”上的应用程序“ $ {N = SwisEntity; M = ApplicationAlert.ApplicationName}”当前为$ {N = SwisEntity; M = ApplicationAlert.ApplicationAvailability}）
No such instance currently exists at this OID.,该OID当前不存在此类实例。
"Failed to deserialize probe settings, probe skipped. Original Exception message is: {0}.",无法反序列化探针设置，已跳过探针。原始异常消息为：{0}。
Site Binding,网站绑定
End Process(es)?,结束流程？
Cannot update read-only application template,无法更新只读应用程序模板
The specified data source is a log file.,指定的数据源是一个日志文件。
Preparing Data...,正在准备数据...
CPU Load for each Application Monitor - This Year,每个应用程序监视器的CPU负载-今年
SAM Baseline Thresholds Applied,SAM基准阈值已应用
"SAM User Role - Accounts with SAM Administrator rights can manage SAM-specific entities. (e.g. Applications, Templates, etc.)",SAM用户角色-具有SAM管理员权限的帐户可以管理特定于SAM的实体。 （例如，应用程序，模板等）
An error occurred during communication with the JMX server. The server returned the following error:,与JMX服务器通信期间发生错误。服务器返回以下错误：
License has expired.,许可证已过期。
Unplugged / Offline,离线拔出
Cluster Compute Resource,集群计算资源
Pause polling,暂停轮询
Rename,改名
Hz,赫兹
HTTP 500. Internal server error.,HTTP500。内部服务器错误。
(Default),（默认）
Can't properly communicate with server,无法与服务器正确通信
Cannot set 'sh' shell. ,无法设置'sh'shell。
{0} event(s) matched the specified criteria.,{0}个事件符合指定条件。
Incorrect SNMP settings. Community string is not valid.,SNMP设置不正确。社区字符串无效。
File Age Monitor,文件年龄监控器
DHCP User Experience Monitor,DHCP用户体验监视器
Directory Size Monitor,目录大小监视器
Performance Counter Monitor,性能计数器监视器
Copy to...,复制到...
MAPI User Experience Monitor,MAPI用户体验监视器
LDAP User Experience Monitor,LDAP用户体验监视器
Statistic Data Label,统计数据标签
Rating,评分
TACACS+ User Experience Monitor,TACACS +用户体验监视器
File Count Monitor,文件计数监视器
Pa,帕
dBc,分贝
Gi,Gi
User {0} terminated process {1} on node {2},用户{0}终止了节点{2}上的进程{1}
"The database file ""${N=SwisEntity;M=SqlDatabaseFileAlert.PhysicalName}"" is running low on space - ${N=SwisEntity;M=SqlDatabaseFileAlert.DatabaseFileFreeSpaceInPercents}",数据库文件“ $ {N = SwisEntity; M = SqlDatabaseFileAlert.PhysicalName}”的空间不足-$ {N = SwisEntity; M = SqlDatabaseFileAlert.DatabaseFileFreeSpaceInPercents}
"The database file ""${N=SwisEntity;M=SqlDatabaseFileAlert.PhysicalName}"" is running low on space &amp;lt;font color=""red""&amp;gt;${N=SwisEntity;M=SqlDatabaseFileAlert.DatabaseFileFreeSpaceInPercents}&amp;lt;/font color&amp;gt;.",数据库文件“ $ {N = SwisEntity; M = SqlDatabaseFileAlert.PhysicalName}”的空间不足&amp; lt; font color =“ red”&amp; gt; $ {N = SwisEntity; M = SqlDatabaseFileAlert.DatabaseFileFreeSpaceInPercents}&amp; lt ;;字体颜色&amp; gt;。
Internal server error.,内部服务器错误。
GHz,GHz的
Resources that allow application management,允许应用程序管理的资源
TB/s,血脑屏障
SiteID,网站编号
SQL log format is incorrect.,SQL日志格式不正确。
User Notes:,用户须知：
Importing application templates...,导入应用程序模板...
Application  ${N=SwisEntity;M=ApplicationAlert.ApplicationName} on Node ${N=SwisEntity;M=Node.Caption} is ${N=SwisEntity;M=ApplicationAlert.ApplicationAvailability},节点$ {N = SwisEntity; M = Node.Caption}上的应用程序$ {N = SwisEntity; M = ApplicationAlert.ApplicationName}是$ {N = SwisEntity; M = ApplicationAlert.ApplicationAvailability}
Removing obsolete thresholds for script components.,删除脚本组件的过时阈值。
APM: Historical Reports,APM：历史报告
Match Definition:,比赛定义：
User {0} {1} service {2} on node {3},节点{3}上的用户{0} {1}服务{2}
Select Application,选择应用
Invalid data received.,收到无效的数据。
HTTP 402. Payment required.,HTTP402。需要付款。
Requests Rejected,要求被拒绝
Database Size By File,数据库大小（按文件）
Transform expression parsing error - unknown function '{0}'.,转换表达式解析错误-未知函数'{0}'。
Inherit from Template,从模板继承
Memory Load for each Application Monitor - This Month,每个应用程序监视器的内存负载-本月
MostExpensiveQueriesDatasource,最昂贵的查询数据源
High Physical Memory Utilization with Top 10 Processes,物理内存利用率高，具有十大进程
Displaying components {0} - {1} of {2},显示{2}的组成部分{0}-{1}
AppInsight for IIS: Alert me when the Average Server Execution Time for any URL Exceeds an acceptable limit,AppInsight for IIS：当任何URL的平均服务器执行时间超过可接受的限制时提醒我
Service Manager Error,服务管理器错误
Site unmanaged,网站不受管理
FTP 250. Requested file action completed successfully.,FTP250。请求的文件操作成功完成。
Please enter a valid number between 1 and 60.,请输入1到60之间的有效数字。
Windows Service,Windows服务
NNTP 436. Article temporarily failed to be transferred. Retry.,NNTP436。商品暂时无法转让。重试。
The recommended warning and/or critical thresholds are less than the minimum value for this statistic.,建议的警告和严重阈值小于此统计信息的最小值。
Adding items ...,添加项目...
"This component monitor is used in AppInsight applications for SQL, IIS, and Exchange to define the hierarchy used for statistics polling. SolarWinds internal use only.",此组件监视器在SQL，IIS和Exchange的AppInsight应用程序中使用，以定义用于统计信息轮询的层次结构。 SolarWinds仅供内部使用。
Application Reports,应用报告
"Timeout occurred during request to server. Possible reasons:&lt;br/&gt;"" +",请求服务器期间发生超时。可能的原因：&lt;br/&gt;“ +
${N=SwisEntity;M=DatabaseCopyAlert.FileUsedTotalPercentage}% of available space on ${N=SwisEntity;M=DatabaseCopyAlert.Name}'s file is used already.,$ {N = SwisEntity; M = DatabaseCopyAlert.FileUsedTotalPercentage}％$ {N = SwisEntity; M = DatabaseCopyAlert.Name}文件的可用空间已被使用。
Unexpected error occurred.,发生意外错误。
Requests Queued,请求排队
Component CPU Load,组件CPU负载
SNMP Monitor,SNMP监控器
Alert me when an application goes into warning or critical state,当应用程序进入警告或严重状态时提醒我
HTTP 415. Request is of an unsupported type.,HTTP415。请求的类型不受支持。
Component Alerting Properties,组件警报属性
Stop service,停止服务
Are you sure you want to delete these application monitors from their nodes?,您确定要从它们的节点中删除这些应用程序监视器吗？
THz,太赫兹
Invalid Certificate CommonName (CN).,无效的证书CommonName（CN）。
NNTP 335. Send article to be transferred.,NNTP335。发送要转移的文章。
Do you really want to delete the selected component monitors?,您是否真的要删除所选的组件监视器？
DNS Format Error: The name server was unable to interpret the query.,DNS格式错误：名称服务器无法解释查询。
Messages Sent,邮件已发送
Log to Monitor:,记录到监视器：
Baseline data for thresholds calculations will be available in {0} day(s).,阈值计算的基准数据将在{0}天后提供。
-%B %Y,-%B %Y
HTTP 411. Content-length header is missing,HTTP411。缺少内容长度标头
APM: SQL Reports,APM：SQL报告
HTTP 300. Requested information has multiple representations.,HTTP300。请求的信息具有多种表示形式。
"SAM no longer supports the Polling Engine Mode: ""Local-Only"". The option to change Polling Engine Modes will be removed during this upgrade.",SAM不再支持轮询引擎模式：“仅本地”。在此升级过程中将删除更改轮询引擎模式的选项。
File Size Monitor,文件大小监控器
HTTP 409. Conflict on the server.,HTTP409。服务器冲突。
LastRunResult,LastRunResult
FTP 110. Restart marker received.,FTP110。收到重新启动标记。
The requested data is larger than the buffer supplied. Unable to return the requested data.,请求的数据大于提供的缓冲区。无法返回请求的数据。
Nonclustered Indexes By Fragmentation,碎片化非聚集索引
Mils,米尔斯
"A 'System.Security.Cryptography.CryptographicException' occired. Possibly you are trying to use pre-existed {0} DB with some credentials filled-in. In that case, please, re-enter all existed credentials in the 'Credentials Library'. Orininal exception message is:",发生了“ System.Security.Cryptography.CryptographicException”。可能是您试图使用预先存在的{0} DB并填充了一些凭据。在这种情况下，请重新输入“凭据库”中所有现有的凭据。原始异常消息是：
NetPerfMon Event Log : Application  ${N=SwisEntity;M=ApplicationAlert.ApplicationName} on Node ${N=SwisEntity;M=Node.Caption} is ${N=SwisEntity;M=ApplicationAlert.ApplicationAvailability},NetPerfMon事件日志：节点$ {N = SwisEntity; M = Node.Caption}上的应用程序$ {N = SwisEntity; M = ApplicationAlert.ApplicationName}是$ {N = SwisEntity; M = ApplicationAlert.ApplicationAvailability}
"Please, select a file to make a snapshot!",请选择一个文件做快照！
There are no entities found for specified entity type {0}!,找不到指定实体类型{0}的实体！
Unable to map to the performance counter name data files. The data will be read from the registry and stored locally.,无法映射到性能计数器名称数据文件。数据将从注册表中读取并存储在本地。
Match(es),火柴）
Cubic Inches,立方英寸
Feet,脚
SAM Application Managed,SAM应用程序托管
This component monitor tests a DNS server's ability to respond to a record query and measures its response time. The component monitor passes if it receives a valid DNS response (positive or negative) within the response time threshold.,此组件监视器测试DNS服务器响应记录查询的能力并测量其响应时间。如果组件监视器在响应时间阈值内收到有效的DNS响应（正或负），则通过。
This allows the user to reboot nodes remotely from the Node Management resource.,这使用户可以从节点管理资源远程重新引导节点。
Adding Sample Application Map,添加样本应用程序图
{0} Evaluation has {1} days left.,还剩{0}天，{0}天。
IMAP4: Read-Write. Mailbox currently set to read-write access.,IMAP4：读写。邮箱当前设置为读写访问。
SAM User Role,SAM用户角色
Files,档案
Database Space Used %,已使用的数据库空间％
Percent Virtual Memory Used,使用的虚拟内存百分比
Select Credentials &amp; Test,选择凭据和测试
Default (No name),默认（无名称）
Process IDs,进程ID
"Unable to call MAPI. A MAPI client must be installed on the Orion Server.  You can download one from &lt;a href=\""http://www.microsoft.com/downloads/details.aspx?FamilyID=E17E7F31-079A-43A9-BFF2-0A110307611E&amp;displaylang=en\""&gt;here&lt;/a&gt;.","无法调用MAPI。必须在Orion Server上安装MAPI客户端。您可以从下载一个 &lt;a href=\""http://www.microsoft.com/downloads/details.aspx?FamilyID=E17E7F31-079A-43A9-BFF2-0A110307611E&amp;displaylang=en\""&gt;here&lt;/a&gt;."
NNTP 239. Successful TAKETHIS response.,NNTP239。成功的TAKETHIS响应。
Log Parsing Monitor,日志解析监视器
Pool restart,池重启
Mailbox database copy '${N=SwisEntity;M=DatabaseCopyAlert.Name}' is low on file space,邮箱数据库副本'$ {N = SwisEntity; M = DatabaseCopyAlert.Name}'文件空间不足
Application items,申请项目
LDAP,LDAP
Web Link Monitor,网络链接监控器
Download Speed Monitor,下载速度监控器
File Existence Monitor,文件存在监视器
HTTP Form Login Monitor,HTTP表单登录监视器
Assign the selected components to a node.,将选定的组件分配给一个节点。
Poll Now Application Error,立即轮询应用程序错误
FTP User Experience Monitor,FTP用户体验监视器
IMAP4 User Experience Monitor,IMAP4用户体验监视器
POP3 User Experience Monitor,POP3用户体验监视器
All Applications are selected  ({0}),选择所有应用程序（{0}）
Destination Point Type:,目的点类型：
Create New Template,建立新范本
Please enter a value between {0} and {1}.,请输入介于{0}和{1}之间的值。
Please enter a valid number.,请输入一个有效的数字。
This component monitor is reserved for future internal use by SolarWinds.,该组件监视器保留供SolarWinds将来内部使用。
The current operator and/or value is not valid.,当前的运算符anddor值无效。
HTTP 501. Function is not implemented.,HTTP501。未实现功能。
"You must inherit credentials, create a new credential, or choose an existing credential from the list.",您必须继承凭证，创建新凭证或从列表中选择现有凭证。
Linux/Unix Script Monitor,LinuxxUnix脚本监视器
{0} Application,{0}申请
Orion Applications,猎户座应用
NNTP 452. Authentication failed.,NNTP452。身份验证失败。
Application Components,应用组件
Component,零件
Website Destination File: {0},网站目标文件：{0}
Website Bin Directory: {0},网站Bin目录：{0}
Job Engine located at {0},作业引擎位于{0}
System is busy. A time-out occurred when collecting counter data. Please retry later or increase the CollectTime registry value.,系统忙。收集计数器数据时发生超时。请稍后重试或增加CollectTime注册表值。
Current Component Statistics Description,当前组件统计信息描述
Global TOP 25 Processes by CPU Load,CPU负载的全球TOP 25进程
Replication from ${N=SwisEntity;M=Replications.SourceDomainControllerFqdn} to ${N=SwisEntity;M=Replications.DestinationDomainControllerFqdn} failed on ${N=SwisEntity;M=Name}.,从$ {N = SwisEntity; M = Replications.SourceDomainControllerFqdn}复制到$ {N = SwisEntity; M = Replications.DestinationDomainControllerFqdn}在$ {N = SwisEntity; M = Name}上失败。
SAM,山姆
Application Alerting Properties,应用程序警报属性
Your session expired. Please relogin in parent window and retry.,您的会话已过期。请在父窗口中重新登录并重试。
Service Status - SNMP,服务状态-SNMP
Tomcat Server Monitor,Tomcat服务器监视器
"This application monitor was created from a template being assigned to the group, &lt;b&gt;{0}&lt;/b&gt;, and will be deleted from the node. {1}",此应用程序监视器是通过分配给组&lt;b&gt; {0} &lt;/b&gt;的模板创建的，并将从节点中删除。 {1}
Reads / Sec,读秒
Selected {0} instance(s),选定的{0}个实例
SMTP Monitor,SMTP监控器
Current Components Statistics,当前组件统计
for a single poll,进行一次民意调查
The Performance Data Log Service key could not be opened.,性能数据日志服务密钥无法打开。
"When using X out of Y polls, X must be less than Y.",使用Y轮询中的X时，X必须小于Y。
SqlQA,SqlQA
Please select template(s).,请选择模板。
Mailboxes,邮箱
Component Availability Histories,组件可用性历史
Please enter value for {0},请输入{0}的值
DatabaseName,数据库名称
HTTP 303. Automatic redirect.,HTTP303。自动重定向。
The recommended warning and/or critical thresholds are greater than the maximum value for this statistic.,建议的警告和严重阈值大于此统计信息的最大值。
IMAP4: PermanentFlags. Permanent flags list received.,IMAP4：PermanentFlags。收到永久标记列表。
SMTP 550. Destination mailbox unavailable.,SMTP550。目标邮箱不可用。
FTP 202. Command is not implemented by the server.,FTP202。服务器未执行命令。
Server error: {0},服务器错误：{0}
NNTP 200. Posting allowed.,NNTP200。允许发布。
IO Read Operations Per Second Warning Threshold,每秒IO读取操作警告阈值
User Description:,用户说明：
"Not supported using an Agent, use agentless polling instead.",不支持使用代理，而应使用无代理轮询。
Allow IIS Action Rights,允许IIS操作权限
Response Time History,响应时间历史
Display the global Applications by High Response Time higher than 2000ms,通过高于2000ms的高响应时间显示全局应用程序
Transaction log Space Used %,已使用事务日志空间的百分比
Edit Multiple Component Monitors,编辑多个组件监视器
Unexpected value type: {0}),意外的值类型：{0}）
NNTP 450. Server requires authentication.,NNTP450。服务器需要身份验证。
equal to,等于
SAM Application Polling Rate,SAM应用程序轮询率
No components to display,没有组件可显示
File Change Monitor,文件更改监视器
The return data value is valid and different from the last sample.,返回数据值有效，并且与上一个样本不同。
NNTP 430. Article not found; it may have been deleted.,NNTP430。找不到文章；它可能已被删除。
Installing the .NET component for the {0} website...,为{0}网站安装.NET组件...
DNS Name Error: The domain name referenced in the query does not exist.,DNS名称错误：查询中引用的域名不存在。
The specified counter path could not be interpreted.,指定的计数器路径无法解释。
Standard deviation is zero.,标准偏差为零。
Database Backup Report,数据库备份报告
Move Up,提升
AppInsight for IIS,IIS的AppInsight
Site start,网站开始
Process (Service) Name,流程（服务）名称
TopTablesBySizeDatasource,TopTablesBySizeDatasource
Accounting Port:,计费端口：
Custom URL Format:,自定义网址格式：
Newtons,牛顿
PSI,压力
kPa,千帕
Candelas,坎德拉
Lux,勒克斯
Lumens,流明
Nits,尼特斯
Component Physical Memory,组件物理内存
Global Applications by Memory Usage Above 80%,全球应用程序的内存使用率超过80％
LastLogonTime,LastLogonTime
items per page,每页项目
Revolutions Per Minute,每分钟转数
Cubic feet per minute ,每分钟立方英尺
IMAP4: Expunge. Message sequence number has been permanently removed.,IMAP4：清除。消息序列号已被永久删除。
